author,bookid,rating
Kenneth Oppel,6279,4.16
Thomas Tryon,6280,3.99
Daniel Silva,6281,4.16
Colin Meloy,6282,3.63
Carson Ellis,6282,3.63
Ian McEwan,6283,3.57
Margaret Weis,6284,4.06
Tracy Hickman,6284,4.06
Daniel Tammet,6285,3.84
Rachel Van Dyken,6286,3.85
Conor Grennan,6287,4.25
Kaui Hart Hemmings,6288,3.82
Colleen Hoover,6289,4.03
Natsumi Ando,6290,4.16
Miyuki Kobayashi,6290,4.16
Irving Stone,6291,4.19
Faith Hunter,6292,3.89
Mary Kay Andrews,6293,3.96
James Patterson,6294,3.83
Mark T. Sullivan,6294,3.83
Craig Johnson,6295,4.14
Sherwood Smith,6296,4.19
Victoria Kann,6297,4.05
Elizabeth Kann,6297,4.05
Pablo Neruda,6298,4.44
Ilan Stavans,6298,4.44
Tracy Chevalier,6299,3.55
Madeleine Wickham,6300,3.24
Ilsa J. Bick,6301,3.94
Jane Austen,6302,3.56
Robert William Chapman,6302,3.56
Tillie Cole,6303,4.05
Mary Higgins Clark,6304,3.91
Julee Rosso,6305,4.06
Sheila Lukins,6305,4.06
Michael McLaughlin,6305,4.06
Sidney Sheldon,6306,3.68
Keri Hulme,6307,4.06
Michelle Paver,6308,4.15
Geoff Taylor,6308,4.15
Brian  McClellan,6309,4.35
Gavin Extence,6310,4.08
Marguerite Henry,6311,4.06
Tsugumi Ohba,6312,4.18
Takeshi Obata,6312,4.18
Diana Hammermeister,6312,4.18
Susan Elizabeth Phillips,6313,4.08
Agatha Christie,6314,3.8
J.G. Ballard,6315,3.68
Friedrich Nietzsche,6316,3.91
H.L. Mencken,6316,3.91
Lawrence Wright,6317,4.38
Robert A. Heinlein,6318,3.7
K.R. Dwyer,6319,3.87
Dean Koontz,6319,3.87
Charles Bukowski,6320,3.78
Jeff Lindsay,6321,3.72
John Irving,6322,3.61
Stephen King,6323,3.83
Sidney Sheldon,6324,3.62
J.D. Robb,6325,4.31
Virginia Woolf,6326,4.14
Jeffrey Toobin,6327,4.06
Sarah Jio,6328,3.8
Kyung-Sook Shin,6329,3.76
singyeongsug,6329,3.76
Chi-Young Kim,6329,3.76
David Eddings,6330,3.95
Brian Michael Bendis,6331,3.97
Olivier Coipel,6331,3.97
Tim Townsend,6331,3.97
Rick Magyar,6331,3.97
John Dell,6331,3.97
Scott Hanna,6331,3.97
Frank D'Armata,6331,3.97
Chris Eliopoulos,6331,3.97
James Taveras,6331,3.97
Omar Otieku,6331,3.97
Tom Valente,6331,3.97
Esad Ribic,6331,3.97
Heather Brewer,6332,4.24
Leon Uris,6333,4.23
Dr. Seuss,6334,3.83
Peter Carey,6335,3.72
Alexander McCall Smith,6336,4.06
Booker T. Washington,6337,4.09
Ishmael Reed,6337,4.09
Daniel Silva,6338,4.25
Laura Kaye,6339,3.86
Lois McMaster Bujold,6340,4.13
Rene Goscinny,6341,4.18
Albert Uderzo,6341,4.18
Anthea Bell,6341,4.18
Derek Hockridge,6341,4.18
Jan Karon,6342,4.23
Jessica Sorensen,6343,4.1
Lisa Gardner,6344,4.12
Gertrude Crampton,6345,4.11
Erin Hunter,6346,4.31
Mercer Mayer,6347,4.19
Robert Fulghum,6348,4.03
Matthew Reilly,6349,4.04
Dave Barry,6350,4.16
Ridley Pearson,6350,4.16
Greg Call,6350,4.16
Sarah Macdonald,6351,3.51
Tess Gerritsen,6352,4.1
China Mieville,6353,3.6
Jean-Paul Sartre,6354,4.07
Lisa Jewell,6355,3.88
George R.R. Martin,6356,4.32
Brad Thor,6357,4.26
Helen Bryan,6358,3.75
Enid Blyton,6359,4.06
Elin Hilderbrand,6360,3.93
Bill Watterson,6361,4.74
Yoko Kamio,6362,4.12
Shen Wei Xie Zi ,6362,4.12
Steven Levy,6363,3.83
Kazuo Ishiguro,6364,3.45
Linda Kage,6365,4.1
David Small,6366,4.03
Ellis Avery,6367,3.77
Tamora Pierce,6368,4.06
Anne McCaffrey,6369,4.15
Jamie McGuire,6370,4.08
Naomi Novik,6371,3.9
Julie Garwood,6372,4.02
David Shannon,6373,4.16
Tamora Pierce,6374,4.14
Colleen McCullough,6375,4.08
John Connolly,6376,4.01
Daniel Silva,6377,4.14
Tomoko Hayakawa,6378,4.15
David Ury,6378,4.15
Robert Kirkman,6379,3.9
Jay Bonansinga,6379,3.9
R.A. Salvatore,6380,4.08
Anna Quindlen,6381,3.89
Jerzy Kosinski,6382,3.94
Maeve Binchy,6383,3.89
Jonathan Haidt,6384,4.12
Edgar Allan Poe,6385,4.08
Peter F. Hamilton,6386,4.25
L.J. Smith,6387,4.19
Elizabeth Scott,6388,3.7
Toni Morrison,6389,3.78
Benjamin Hoff,6390,3.81
Cecily von Ziegesar,6391,3.71
Ilya Ilf,6392,4.42
Eugene Petrov,6392,4.42
Maurice Friedberg,6392,4.42
John H.C. Richardson,6392,4.42
Jack Canfield,6393,3.91
Mark Victor Hansen,6393,3.91
Kimberly Kirberger,6393,3.91
Megan Abbott,6394,3.12
Eric Carle,6395,4.07
Alison Croggon,6396,4.0
Simon R. Green,6397,3.77
Thomas J. Stanley,6398,4.15
Sidney Sheldon,6399,3.65
The Beatles,6400,4.38
Paul McCartney,6400,4.38
Ringo Starr,6400,4.38
John Lennon,6400,4.38
George Harrison,6400,4.38
Christopher  Ryan,6401,4.02
Cacilda Jetha,6401,4.02
Cecily von Ziegesar,6402,3.53
Annette Pollert,6403,4.36
L.J. Smith,6403,4.36
Vera B. Williams,6404,4.2
Iain Banks,6405,4.07
Jonathan Tropper,6406,3.95
Margaret Weis,6407,4.21
Tracy Hickman,6407,4.21
Kiyoko Arai,6408,4.15
Eric Carle,6409,4.18
Joshua Harris,6410,3.78
Bill Willingham,6411,4.3
Mark Buckingham,6411,4.3
David Hahn,6411,4.3
Steve Leialoha,6411,4.3
Whitney G.,6412,4.13
Marilynne Robinson,6413,3.97
Jen Hatmaker,6414,4.1
J. Sterling,6415,4.11
Christina Lauren,6416,4.16
William Shakespeare,6417,3.69
Peter F. Hamilton,6418,4.24
Matt Fraction,6419,3.99
Chip Zdarsky,6419,3.99
Tim LaHaye,6420,4.18
Jerry B. Jenkins,6420,4.18
Lauren Kate,6421,3.65
Patricia Cornwell,6422,3.67
Marie Rutkoski,6423,4.29
R.K. Lilley,6424,4.33
Sharon Kay Penman,6425,4.3
Byron Katie,6426,4.15
Stephen Mitchell,6426,4.15
Sid Fleischman,6427,3.54
Peter Sis,6427,3.54
J.K. Rowling,6428,4.22
MinaLima,6428,4.22
Carolyn Keene,6429,4.19
George Bernard Shaw,6430,4.01
John A. Bertolini,6430,4.01
Drew Karpyshyn,6431,4.25
Elizabeth  Hall,6432,3.34
Brigid Kemmerer,6433,3.96
Maureen Johnson,6434,3.86
Richard Rhodes,6435,4.32
Maeve Binchy,6436,3.78
Francine Rivers,6437,4.26
Tony Kushner,6438,4.26
Ken Follett,6439,3.64
Brian Herbert,6440,3.57
Kevin J. Anderson,6440,3.57
Richard Koch,6441,3.99
William Blake,6442,4.23
David V. Erdman,6442,4.23
Harold Bloom,6442,4.23
Ian McEwan,6443,3.71
Tsugumi Ohba,6444,4.42
Takeshi Obata,6444,4.42
Katsuhiro Otomo,6445,4.36
Yoko Umezawa,6445,4.36
Linda M. York,6445,4.36
Jo Duffy,6445,4.36
Robert   Harris,6446,4.05
Richard Ford,6447,3.7
Garth Nix,6448,3.86
Julie Maroh,6449,3.92
Bill Bryson,6450,3.71
Susanna Kearsley,6451,4.08
Tachibana Higuchi,6452,4.23
Tong Kou  Ju ,6452,4.23
William Least Heat-Moon,6453,4.0
Anne Tyler,6454,3.66
Emily Dickinson,6455,4.16
Robert Louis Stevenson,6456,3.96
Jenny Davidson,6456,3.96
Spencer W. Kimball,6457,4.37
Anne Fortier,6458,3.9
Gena Showalter,6459,4.32
Toni Morrison,6460,3.7
Gerard Way,6461,3.97
Gabriel Ba,6461,3.97
Dave Stewart,6461,3.97
Nate Piekos,6461,3.97
Tony Ong,6461,3.97
Jennifer L. Armentrout,6462,4.49
Jessica Livingston,6463,3.94
Lacey Weatherford,6464,3.97
Scott Sigler,6465,3.85
Leila Sales,6466,3.95
Gloria Naylor,6467,4.13
G. Willow Wilson,6468,4.14
Adrian Alphona,6468,4.14
Jacob Wyatt,6468,4.14
Elisabeth Elliot,6469,4.15
Jenny Han,6470,3.87
Siobhan Vivian,6470,3.87
David McCullough,6471,3.9
David Eddings,6472,3.97
Petra Durst-Benning,6473,3.87
Samuel Willcocks,6473,3.87
Maggie Shipstead,6474,3.02
David Foster Wallace,6475,3.84
Julie James,6476,3.99
Patrick Carman,6477,3.71
Tahereh Mafi,6478,3.77
Megan Abbott,6479,3.45
Sharon Kay Penman,6480,4.4
Tom Stoppard,6481,4.19
Scott Pratt,6482,4.16
Irving Shulman,6483,4.12
Anne McCaffrey,6484,4.22
Leonard Mlodinow,6485,3.88
James Patterson,6486,3.85
Steve Krug,6487,4.24
Charlaine Harris,6488,3.76
Jennifer L. Armentrout,6489,4.16
Orson Scott Card,6490,3.98
Lindy West,6491,4.23
Anne Bishop,6492,4.37
Harper Sloan,6493,4.13
Julie James,6494,4.09
Jim Kjelgaard,6495,4.11
Carl Pfeuffer,6495,4.11
Caleb Carr,6496,3.94
George R.R. Martin,6497,4.41
Mercer Mayer,6498,4.21
Arthur Conan Doyle,6499,4.18
Augusten Burroughs,6500,3.54
Agatha Christie,6501,3.98
T.H. White,6502,3.92
Jaclyn Moriarty,6503,3.9
Anne Rice,6504,3.76
L.M. Montgomery,6505,4.23
Cecelia Ahern,6506,3.68
Dean Koontz,6507,4.01
Alan Moore,6508,4.2
Stephen R. Bissette,6508,4.2
John Totleben,6508,4.2
Rick Veitch,6508,4.2
Ramsey Campbell,6508,4.2
Arthur C. Clarke,6509,3.49
Dennis Lehane,6510,4.08
Alyson Noel,6511,4.28
Agatha Christie,6512,3.89
Lara Adrian,6513,4.28
Jan Brett,6514,4.25
Kasie West,6515,4.08
Henning Mankell,6516,3.72
Laurie Thompson,6516,3.72
Paolo Bacigalupi,6517,3.83
Karl Weber,6518,4.19
Catherine Coulter,6519,3.86
Robert Crais,6520,3.98
Herman Wouk,6521,4.23
Becca Fitzpatrick,6522,3.88
James Lee Burke,6523,3.98
Thomas a Kempis,6524,4.19
William Benham,6524,4.19
K.A. Linde,6525,4.07
Kevin Henkes,6526,4.07
Brian K. Vaughan,6527,4.49
Fiona Staples,6527,4.49
Debbie Macomber,6528,4.11
Richard Castle,6529,3.75
William Shakespeare,6530,3.71
L.J. Smith,6531,3.96
R.L. Stine,6532,3.8
Jeffrey Archer,6533,3.69
Charlaine Harris,6534,3.94
Peter Shaffer,6535,3.94
Raymond E. Feist,6536,3.99
Chris Colfer,6537,4.49
Brandon Dorman,6537,4.49
Charlie N. Holmberg,6538,3.82
Dean Koontz,6539,3.95
Lisa Kleypas,6540,4.2
Joseph Delaney,6541,4.19
Patrick  Arrasmith,6541,4.19
Jennifer Probst,6542,3.9
Sam Smith,6543,4.23
Doug Grud,6543,4.23
Michelle Moran,6544,4.21
John Ortberg,6545,4.13
Janice Y.K. Lee,6546,3.32
Livia E. Bitton-Jackson,6547,4.17
Roy F. Baumeister,6548,3.95
John Tierney,6548,3.95
Tami Hoag,6549,4.09
Caragh M. O'Brien,6550,3.99
Piers Anthony,6551,3.98
Anita Shreve,6552,3.31
Ford Madox Ford,6553,3.72
Kenneth Womack,6553,3.72
William Baker,6553,3.72
Margaret Weis,6554,4.09
Tracy Hickman,6554,4.09
J.L. Bourne,6555,4.01
Stan Berenstain,6556,4.19
Jan Berenstain,6556,4.19
Robin Furth,6557,4.34
Stephen King,6557,4.34
Peter Straub,6557,4.34
Tony Shasteen,6557,4.34
Nei Ruffino,6557,4.34
David Brin,6558,3.65
Stephen Fry,6559,3.98
Meredith Wild,6560,4.26
John Sandford,6561,4.18
Peter Lerangis,6562,4.16
Ellen Schreiber,6563,3.87
Sebastian Junger,6564,4.22
John Corey Whaley,6565,3.81
Anita Shreve,6566,3.08
Simon Singh,6567,4.14
Alan Moore,6568,3.94
Kevin O'Neill,6568,3.94
Jacqueline Winspear,6569,3.95
Shiv Khera,6570,3.83
John Flanagan,6571,4.37
Umberto Eco,6572,3.88
Leil Lowndes,6573,3.8
Gosho Aoyama,6574,4.36
C.S. Lewis,6575,4.07
Yoshihiro Togashi,6576,4.29
Philippa Gregory,6577,3.98
Robin Hobb,6578,3.42
Joshilyn Jackson,6579,3.86
Sue Grafton,6580,3.93
R.A. Salvatore,6581,4.07
L.A. Meyer,6582,4.11
Phil Knight,6583,4.46
Paul Pilkington,6584,3.39
J.D. Robb,6585,4.38
Andrew Loomis,6586,3.99
Sarah Waters,6587,3.73
Pat Conroy,6588,4.09
Clive Cussler,6589,3.83
Bill Watterson,6590,4.73
Tim Winton,6591,3.97
Jack Ketchum,6592,3.95
Carlos Castaneda,6593,4.06
Natsuo Kirino,6594,3.93
Stephen Snyder,6594,3.93
Philippa Pearce,6595,4.05
Susan Einzig,6595,4.05
Anne Bishop,6596,4.31
Cassandra Clare,6597,3.74
Sarah Rees Brennan,6597,3.74
Kevin Stein,6598,4.08
David  Perlmutter,6599,3.88
Kristin Loberg,6599,3.88
Annie Dillard,6600,4.1
Raymond E. Feist,6601,3.94
Roger Zelazny,6602,4.19
Daron Acemoglu,6603,3.99
James A. Robinson,6603,3.99
Isabel Allende,6604,3.75
Margaret Sayers Peden,6604,3.75
Marti Olsen Laney,6605,3.88
Garth Ennis,6606,4.29
Steve Dillon,6606,4.29
D.H. Lawrence,6607,3.67
Daphne Merkin,6607,3.67
Kathryn Lasky,6608,3.88
Gary Taubes,6609,4.04
Sue Grafton,6610,3.91
Garth Ennis,6611,4.25
Steve Dillon,6611,4.25
Steve Pugh,6611,4.25
Matt Hollingsworth,6611,4.25
Carlos Ezquerra,6611,4.25
Richard Case,6611,4.25
John M. Barry,6612,3.95
Paul Hattaway,6613,4.33
Brother Yun,6613,4.33
Mark  Lawrence,6614,4.07
Saul Bellow,6615,3.79
Philip Roth,6615,3.79
Neal Shusterman,6616,4.23
Thich Nhat Hanh,6617,4.26
David Shannon,6618,4.22
Iris Johansen,6619,4.07
Steven Pinker,6620,4.05
Tim Johnston,6621,3.59
Kentaro Yabuki,6622,4.08
Megan Abbott,6623,3.23
Rachel Caine,6624,4.32
Alaa Al Aswany,6625,3.65
`l l'swny,6625,3.65
Martha Stewart,6626,4.04
Victor Schrager,6626,4.04
Jacqueline Winspear,6627,4.09
E.D. Baker,6628,3.81
Reginald Rose,6629,4.07
David Mamet,6629,4.07
Neil Gaiman,6630,3.97
Andy Kubert,6630,3.97
Matt Wagner,6630,3.97
Simon Bisley,6630,3.97
Bernie Mireault,6630,3.97
Mark Buckingham,6630,3.97
Ree Drummond,6631,3.81
Leo Lionni,6632,4.13
Sinclair Lewis,6633,3.64
Cormac McCarthy,6634,4.18
Ellen Schreiber,6635,4.13
Anne Enright,6636,3.04
Tori Spelling,6637,3.62
James Patterson,6638,4.03
Jonathan Haidt,6639,4.16
Garth Nix,6640,3.91
Kristen Ashley,6641,4.31
Joe Hill,6642,4.5
Gabriel Rodriguez,6642,4.5
Wendy Mass,6643,4.1
Julia Scheeres,6644,3.97
David Wiesner,6645,4.28
Angela Marsons,6646,4.02
Jerry Pinkney,6647,4.23
Langston Hughes,6648,4.32
Kendare Blake,6649,3.9
Lois McMaster Bujold,6650,4.31
QuinRose,6651,4.21
Soumei Hoshino,6651,4.21
Darren Shan,6652,4.22
Michael Moorcock,6653,3.89
Caroline Alexander,6654,4.31
Wendy Mass,6655,4.31
Walt Disney Company,6656,4.39
Jay McLean,6657,4.15
L.J. Smith,6658,3.55
Lin-Manuel Miranda,6659,4.47
Jeremy McCarter,6659,4.47
Harlan Coben,6660,3.92
Gregory Maguire,6661,3.84
Douglas Smith,6661,3.84
O. Henry,6662,4.16
Victoria Blake,6662,4.16
Janet Briggs,6663,4.25
Beth Wittlinger,6663,4.25
Franz Kafka,6664,4.02
Anne Rice,6665,3.83
Josephine Angelini,6666,4.24
J.R. Ward,6667,4.09
Frederick Forsyth,6668,3.96
Brian Lumley,6669,3.99
Truddi Chase,6670,4.03
Robert A. Phillips Jr.,6670,4.03
Robison Wells,6671,3.92
Brad Thor,6672,4.17
David Gemmell,6673,4.26
Amy Efaw,6674,3.73
Margaret Atwood,6675,3.45
Mhairi McFarlane,6676,3.79
Kevin D. Mitnick,6677,3.95
William L. Simon,6677,3.95
Steve Wozniak,6677,3.95
Robert Jordan,6678,4.43
Julianna Baggott,6679,3.74
Susane Colasanti,6680,3.72
Bernard Cornwell,6681,4.38
Robin Oliveira,6682,3.81
Diane Duane,6683,3.8
Agatha Christie,6684,3.78
Brad Thor,6685,4.24
Douglas Preston,6686,4.0
Lincoln Child,6686,4.0
Christopher Hitchens,6687,4.03
Umberto Eco,6688,3.71
William Weaver,6688,3.71
R.C.S. Libri,6688,3.71
Christine Feehan,6689,4.24
Steve Berry,6690,3.83
Terry Goodkind,6691,3.66
William Shakespeare,6692,3.74
Robert Graysmith,6693,3.89
James Patterson,6694,4.04
Maxine Paetro,6694,4.04
John le Carre,6695,3.78
David Baldacci,6696,3.94
Sandra Boynton,6697,4.25
John Sandford,6698,4.22
Lisa Lutz,6699,3.71
Abbi Glines,6700,4.25
Orson Scott Card,6701,3.78
Graeme Base,6702,4.28
Elizabeth   Hunter,6703,4.05
Leslie Feinberg,6704,4.27
Jennifer L. Armentrout,6705,4.11
Amy  Stewart,6706,3.78
Maggie Shipstead,6707,3.57
Helen Marion Palmer,6708,4.21
P.D. Eastman,6708,4.21
Iain M. Banks,6709,4.16
Wendelin Van Draanen,6710,4.3
C.J. Roberts,6711,4.29
Dean Karnazes,6712,3.94
Robert   Harris,6713,4.14
Hampton Sides,6714,4.18
Mary Higgins Clark,6715,3.91
Judy Blume,6716,3.96
Rachel Caine,6717,4.39
Alexandra Potter,6718,3.75
Richelle Mead,6719,3.9
Joe Hill,6720,4.44
Gabriel Rodriguez,6720,4.44
Anna Godbersen,6721,3.91
Ann Aguirre,6722,4.28
Rajaa Alsanea,6723,3.17
Eric Carle,6724,4.21
Carrie Vaughn,6725,3.66
Ha Jin,6726,3.49
George Orwell,6727,3.84
James Patterson,6728,3.79
Andrew Gross,6728,3.79
Judith Guest,6729,3.9
Cory Doctorow,6730,3.8
Jen Wang,6730,3.8
Sherrilyn Kenyon,6731,4.29
Alexandre Dumas,6732,4.0
Scott Westerfeld,6733,3.77
Alison Croggon,6734,4.1
Lili St. Crow,6735,4.15
Lilith Saintcrow,6735,4.15
Dylan Thomas,6736,4.2
Anne Tyler,6737,3.42
Ben Avery,6738,4.11
Mike S. Miller,6738,4.11
George R.R. Martin,6738,4.11
Kristen Ashley,6739,4.38
Peter  May,6740,4.04
Lisa Kleypas,6741,4.02
Mary Higgins Clark,6742,3.85
Richelle Mead,6743,4.07
R.A. Salvatore,6744,4.1
Jerome Lawrence,6745,3.96
Robert E.  Lee,6745,3.96
Tony Hawks,6746,3.78
Carrie Ryan,6747,4.03
Chelsea Handler,6748,3.63
Pseudonymous Bosch,6749,4.29
Gilbert Ford,6749,4.29
Chuck Klosterman,6750,3.75
Founding Fathers,6751,4.44
Gary Jennings,6752,4.19
Charlie Jane Anders,6753,3.58
Terry Pratchett,6754,3.9
Gary Paulsen,6755,3.77
Juliet Marillier,6756,4.09
Kristin Hannah,6757,3.95
Clive Barker,6758,4.0
Amy A. Bartol,6759,4.37
Ken Follett,6760,3.84
Nora Roberts,6761,4.01
J.D. Robb,6762,4.33
Nora Roberts,6762,4.33
J.D. Robb,6763,4.36
Amanda Knox,6764,3.8
Jean Ferris,6765,3.98
Julie Garwood,6766,4.18
Alan Bradley,6767,4.16
Joseph Conrad,6768,3.49
J.J. Abrams,6769,3.84
Doug Dorst,6769,3.84
Heather O'Neill,6770,3.95
Chanda Hahn,6771,4.12
Omar Khayyam,6772,4.18
mHmd`ly frwGy,6772,4.18
qsm Gny,6772,4.18
Lauren DeStefano,6773,3.8
Darynda Jones,6774,4.4
Brian K. Vaughan,6775,4.02
Adrian Alphona,6775,4.02
Richard A. Knaak,6776,4.03
Carolyn  Parkhurst,6777,3.56
Ludwig Bemelmans,6778,4.27
Dean Koontz,6779,3.29
Garth Nix,6780,3.94
Michio Kaku,6781,4.17
Max Lucado,6782,4.43
Amanda Hocking,6783,3.99
Ina May Gaskin,6784,4.42
Melissa Muller,6785,4.31
Rita Kimber,6785,4.31
Robert Kimber,6785,4.31
Ashwin Sanghi,6786,3.48
Henry Miller,6787,3.85
Ambrose Bierce,6788,4.02
Katherine Allred,6789,4.3
Dale Brown,6790,4.08
Miriam Toews,6791,3.64
D.J. MacHale,6792,4.2
Kathleen Grissom,6793,4.24
Robert Muchamore,6794,4.26
Jan Karon,6795,4.28
Tami Hoag,6796,4.04
Steven Erikson,6797,4.31
Charles Stross,6798,3.87
Sara Novic,6799,3.98
Darren Shan,6800,4.21
Meg Cabot,6801,3.93
Henning Mankell,6802,4.05
Steven T. Murray,6802,4.05
Abbi Glines,6803,4.28
Rachel Maddow,6804,4.07
Joelle Charbonneau,6805,3.81
Billie Letts,6806,3.93
Dean Koontz,6807,3.83
Jeanette Winterson,6808,4.12
Don Winslow,6809,4.36
Stephanie Dray,6810,4.22
Laura Kamoie,6810,4.22
Kim Harrison,6811,4.43
Ilona Andrews,6812,4.02
Cynthia Kadohata,6813,3.9
John Scalzi,6814,4.07
Pittacus Lore,6815,4.32
Jasper Fforde,6816,4.07
Mike Carey,6817,3.76
Bill Willingham,6817,3.76
Peter Gross,6817,3.76
Salman Rushdie,6818,3.57
Preeti Shenoy,6819,3.54
Michel Foucault,6820,4.03
Robert Hurley,6820,4.03
Brad Thor,6821,4.26
Jules Verne,6822,3.78
Tim LaHaye,6823,4.02
Jerry B. Jenkins,6823,4.02
Steven Naifeh,6824,4.09
Gregory White Smith,6824,4.09
Thomas  Moore,6825,3.99
Dennis Lehane,6826,3.71
Karen Russell,6827,3.67
Jasper Fforde,6828,4.0
Laurie Notaro,6829,3.89
Robin Hobb,6830,4.05
Daniel Silva,6831,4.11
Ross King,6832,3.81
Dean Koontz,6833,3.8
Wendy Higgins,6834,4.35
Elizabeth  George,6835,4.11
Judith McNaught,6836,4.3
Alice McDermott,6837,3.76
Lian Hearn,6838,4.04
Michael Thomas Ford,6839,3.92
David Nicholls,6840,3.58
Elizabeth Ross,6841,4.26
ROFry,6841,4.26
Alexandre Dumas,6842,4.01
David Coward,6842,4.01
Auguste Maquet,6842,4.01
Sandra Brown,6843,3.93
Paul Auster,6844,3.99
Margaret Weis,6845,4.09
Tracy Hickman,6845,4.09
Mike Mignola,6846,4.2
Lisa McMann,6847,4.07
Mike Mullin,6848,3.96
Kim Holden,6849,4.42
Trinka Hakes Noble,6850,4.16
Steven Kellogg,6850,4.16
Nelson DeMille,6851,3.93
Michel Faber,6852,3.72
Dorothy Gilman,6853,4.14
Douglas Preston,6854,4.07
Lincoln Child,6854,4.07
Karen Miller,6855,3.65
Christiane F.,6856,4.16
Kai Hermann,6856,4.16
Horst Rieck,6856,4.16
Carl Sagan,6857,4.16
Sue Grafton,6858,3.9
Robert Muchamore,6859,4.24
Leo Lionni,6860,4.19
Maria V. Snyder,6861,3.82
John             Lewis,6862,4.33
Andrew Aydin,6862,4.33
Nate Powell,6862,4.33
Flannery O'Connor,6863,4.27
Robert Fitzgerald,6863,4.27
Sherrilyn Kenyon,6864,4.2
Hugh Laurie,6865,3.69
Nora Ephron,6866,3.73
R.K. Narayan,6867,4.2
Jhumpa Lahiri,6867,4.2
Mark Manson,6868,4.03
James Grady,6869,4.08
Anne Tyler,6870,3.53
Oliver Potzsch,6871,3.82
Lee Chadeayne,6871,3.82
Jussi Adler-Olsen,6872,4.04
Brian Jacques,6873,3.95
Nalini Singh,6874,4.33
Jeff Hertzberg,6875,4.11
Zoe Francois,6875,4.11
Mark Luinenburg,6875,4.11
P.G. Wodehouse,6876,4.36
V.S. Naipaul,6877,3.82
Patricia Cornwell,6878,3.64
Stephen Fry,6879,3.87
John Locke,6880,3.75
C.B. Macpherson,6880,3.75
Elizabeth Eulberg,6881,3.95
Nicholas Carr,6882,3.85
Natasha Solomons,6883,3.78
Martin Luther King Jr.,6884,4.31
Clayborne Carson,6884,4.31
Mineko Iwasaki,6885,3.92
Rande Brown,6885,3.92
A.W. Tozer,6886,4.37
Sergei Lukyanenko,6887,4.05
Andrew Bromfield,6887,4.05
Douglas Preston,6888,3.88
Michael Cunningham,6889,3.89
Scott Snyder,6890,4.26
Greg Capullo,6890,4.26
Jonathan Glapion,6890,4.26
James Tynion IV,6890,4.26
Rafael Albuquerque,6890,4.26
Jason Fabok,6890,4.26
Becky Cloonan,6890,4.26
Andy Clarke,6890,4.26
Sandu Florea,6890,4.26
Mercedes Lackey,6891,4.21
George Saunders,6892,4.22
Howard E. Wasdin,6893,4.0
Stephen Templin,6893,4.0
Caroline Myss,6894,3.97
Dave Eggers,6895,3.75
Plato,6896,4.1
G.M.A. Grube,6896,4.1
John M. Cooper,6896,4.1
Jana Aston,6897,3.94
Oscar Wilde,6898,4.22
J.D. Horn,6899,3.78
Erin Watt,6900,4.0
Jeanne DuPrau,6901,3.79
Gordon B. Hinckley,6902,4.61
Daniel Silva,6903,4.17
Helena Hunting,6904,4.05
Irin Carmon,6905,4.22
Shana Knizhnik,6905,4.22
Jennifer Estep,6906,3.96
Chevy Stevens,6907,3.85
Robert Ludlum,6908,3.9
John Galsworthy,6909,4.15
Sue Grafton,6910,3.92
Laurie Faria Stolarz,6911,3.86
Janet Evanovich,6912,3.93
Lee Goldberg,6912,3.93
Jostein Gaarder,6913,3.91
James Anderson,6913,3.91
Leigh Nichols,6914,3.78
Dean Koontz,6914,3.78
John Marsden,6915,4.13
Daphne du Maurier,6916,3.92
Gary Shteyngart,6917,3.29
Sherrilyn Kenyon,6918,4.27
George Carlin,6919,4.12
Bill Watterson,6920,4.73
Firoozeh Dumas,6921,3.76
John P. Kotter,6922,4.01
J.D. Robb,6923,4.3
Susan Ericksen,6923,4.3
Gene Wolfe,6924,3.8
A.S. King,6925,3.88
Ben Aaronovitch,6926,4.18
Georgette Heyer,6927,4.16
Friedrich A. Hayek,6928,4.18
Marko Kloos,6929,3.96
Joanna Wylde,6930,4.27
Diana Gabaldon,6931,3.86
Norman Mailer,6932,4.07
Robert Crais,6933,4.14
Toni Morrison,6934,3.91
William Pene du Bois,6935,3.96
John Sandford,6936,4.17
Donald A. Norman,6937,4.18
Margaret Peterson Haddix,6938,3.98
Cathy Glass,6939,4.2
Robert Dugoni,6940,4.27
Judith McNaught,6941,4.33
Nora Roberts,6942,3.92
Debbie Macomber,6943,4.08
Tom Wolfe,6944,3.8
Joanna Weaver,6945,4.16
Laura Lippman,6946,3.47
Leslye Walton,6947,4.12
Joanna Trollope,6948,3.55
Jen Hatmaker,6949,4.13
Nalini Singh,6950,4.24
Anna Lee Waldo,6951,4.23
Gemma Malley,6952,3.71
Gene Luen Yang,6953,4.33
Michael Dante DiMartino,6953,4.33
Bryan Konietzko,6953,4.33
Gurihiru,6953,4.33
Richard Ford,6954,3.86
Brad Thor,6955,4.16
Obert Skye,6956,3.71
Francine Rivers,6957,4.07
J. Courtney Sullivan,6958,3.59
Beverly Cleary,6959,3.95
Kristen Ashley,6960,4.17
Ted Dekker,6961,4.17
Daniel Silva,6962,4.34
Stephen E. Robinson,6963,4.51
Amanda Hocking,6964,3.7
Loreth Anne White,6965,4.14
Simon Singh,6966,4.28
Karen Chance,6967,3.7
Dan Simmons,6968,3.89
Lori Brighton,6969,3.76
Karen Marie Moning,6970,4.15
Deb Perelman,6971,4.14
Avi,6972,3.59
Piers Anthony,6973,3.93
Kylie Scott,6974,4.09
